,Account Disabled,Account Info,Account Setup,Add Ons,Additional User,Anti Virus,App Issue,Appointment,Bill Explaination,Bill Related,Block Calls,Cable Box Not Working,Cable Issue,Call History,Caller Id,Cancellation,Change Package,Channel Issue,Channel List,Chhange Address - My Move,Dail Tone Issue,Details Of Existing Plan,Digital Adapter,Dvr Issue,Email Issue,Home Wifi,Internet Not Working,Login Issue,Make Payment,Modem Issue,Modem Setup,Multiple Tv,Odc-Not Working,Odm,Online Tv Issues,Order Status,Payment Status,Phone Cancellation,Phone Not Working,Phone Setup,Plan Explaination,Purchase Modem,Receving Bill - Paper&Paperless,Refund,Remote,Return Box,Service Availablity,Service Issue,Signal Issue,Smart Tv,Speed Issue,Streaming,Tv Not Working,Tv Setup,Twc Id,Update,Upgrade Plan-Internet,Voice Mail,Wifi Password
Speed Issue,0.000960757925124,0.000783810326868,0.000521135370249,0.000485731808839,0.000205624391468,0.00167742515675,0.00024783015595,0.00246346796783,0.00189479803502,0.00270243197854,0.000188094434423,0.00115549066918,0.00041881455231,0.00028962293246,0.000333324348256,0.0018640478431,0.000154573611845,0.000878704038548,0.000280563342129,0.000530427302186,0.00136299904419,0.00237247810958,0.000150908552117,0.000520746235055,0.000527345996164,0.0011518067608,0.0183387134328,0.00352038626169,0.000793074722063,0.00797380876795,0.075997856966,0.000395659740883,0.000402800428187,0.000429054985403,0.000854905453567,0.00106091416069,0.000522320680153,0.000305344802807,0.00273838806224,0.000631410839093,0.00732298805766,0.014429702249,0.000259386159577,0.000144031175787,0.000554022202074,0.000564196983267,0.00124679378566,0.00285532204157,0.00400274179671,0.000550216553474,0.817086009649,0.00112648745321,0.000920719016573,0.00117841854552,0.00081018891571,0.000960654476703,0.00666905688534,0.000302215056077,0.00092924880435
Home Wifi,0.00267960558735,0.0250179366053,0.0047935517332,0.00171346206915,0.00216891551728,0.00169956382974,0.00307545846551,0.00748322959338,0.00229907088775,0.00591474930271,0.00304987476807,0.00125108812613,0.00329566908256,0.00203745531098,0.00214067564624,0.00559738636287,0.00203674042727,0.00249702446101,0.00342239530694,0.00429515295076,0.000799606529735,0.0221671117642,0.00175877071869,0.00361802036822,0.00208830875096,0.353932437982,0.0133716114496,0.00126464505838,0.00216171401655,0.00210196957133,0.274024804563,0.000539669754461,0.00148125265783,0.00166064353183,0.00517851377187,0.00137598371528,0.00160867799266,0.00117368411876,0.00409329237667,0.00316869522016,0.0115098561634,0.115914252109,0.000488670172417,0.000700149250345,0.000604644295104,0.00138598895296,0.00339927988354,0.00270277971702,0.00722025946928,0.00186975072545,0.00685491422786,0.00505951978503,0.00090315753079,0.00236273934381,0.00446426435182,0.0137316555284,0.00347847609063,0.00275296383948,0.0305582586174
Login Issue,0.00493416213083,0.0045081735292,0.0109110878275,0.00306156963377,0.00316847371433,0.00737977807285,0.0059181825861,0.0170801450771,0.00164602069307,0.00152325629468,0.00218840870254,0.0143552798918,0.00426092306344,0.000759979575591,0.00141143367733,0.00132990917629,0.00179341571201,0.0415953187892,0.00752978446585,0.0052149479853,0.000942291695119,0.00292748077083,0.00212102632335,0.00763452139866,0.00592682383642,0.0159537637757,0.0175727057416,0.615243524676,0.00366430282305,0.00378299477266,0.0263678390759,0.000396937576166,0.00651015995412,0.0133856244882,0.0213724333766,0.00116160618546,0.00047042849096,0.000612654648516,0.00701604847035,0.00670319660276,0.00201998176369,0.00616361062548,0.000232306279222,0.000603087626539,0.0103097235416,0.0012637979799,0.00117448205158,0.0120966709323,0.00931445195746,0.0051409775332,0.0109848032919,0.0135197773564,0.00189247123651,0.0063655081416,0.00163452307697,0.00337713511038,0.00816572018782,0.00304628360533,0.00235807242047
Cable Box Not Working,0.00075431030462,0.00254527625556,0.00167389842221,0.00429356358309,0.0055106781227,0.00369171938089,0.00111683654001,0.00524934380395,0.00911269553914,0.00278207948185,0.00556938347071,0.509514511263,0.037950357992,0.00475263572072,0.00211046056119,0.00293828368705,0.00469318932491,0.024189842024,0.0079270493773,0.00674812904259,0.00246290469558,0.00660596311751,0.00516903978048,0.00824345240558,0.00166719759907,0.001326755324,0.000516526979715,0.00144318654422,0.00466280240074,0.00207935087935,0.00296827796499,0.00538520648133,0.00266564394247,0.00355340963981,0.00344036831801,0.00363298420244,0.0141617227584,0.00565185422038,0.000642177286212,0.00494075703096,0.0169639566367,0.0158077380463,0.00526827795926,0.00461839237996,0.0107718766207,0.0156164636726,0.0041177251443,0.0082630936483,0.147580843319,0.0029907766852,0.00281321829905,0.00565651568968,0.00668420825109,0.013658402214,0.00234202513131,0.00217012236475,0.00389272822943,0.0043927646086,0.00204704563112
Speed Issue,0.00413789171523,0.00435638871508,0.00225975198985,0.0016235378149,0.000479612326671,0.00525520349048,0.000690828130157,0.0500931904937,0.00172576910174,0.00256744087459,0.00037992521217,0.0300027065271,0.00508220506537,0.000192169451081,0.00105208667678,0.00159224174645,0.000763877876544,0.104226763514,0.00476712916764,0.00235202489061,0.00155012389351,0.00339372749185,0.000442352441833,0.00183653905055,0.0269119709245,0.0415509807951,0.113155637455,0.0254737534035,0.00233722451923,0.00189411146489,0.0989463632681,0.000194341973929,0.0035034761496,0.0114262080961,0.0027800650485,0.00124708406634,0.000413163697791,0.000197349548362,0.00294017750412,0.00190989040824,0.0276766498373,0.0115324608542,0.000325974634492,0.000859673842689,0.00198746191665,0.000218456536703,0.00458817088162,0.085920873956,0.0733320963682,0.00150206901157,0.192768998059,0.00415605135011,0.00377830619732,0.0101595837779,0.00150893586034,0.00238775428934,0.00750599888524,0.00214016276316,0.00194503499645
Channel Issue,0.0045685246248,0.00261308695177,0.0041525207989,0.00196112461928,0.00067452978075,0.00160532036161,0.00278292891309,0.00737407613839,0.00106131595755,0.00252134507133,0.000222685797491,0.0280408392273,0.00310356717676,0.000314855296736,0.00192118196385,0.000941051297599,0.000481973710158,0.49387162853,0.00262610552796,0.00162310744802,0.00175398965135,0.00107547805163,0.000711427995386,0.0107242094101,0.0101863617998,0.016276708569,0.114463180416,0.0233076947624,0.000886839006071,0.00538963102436,0.0207952935034,0.000507010249506,0.0687195459437,0.0305372094443,0.00208746823943,0.00152696392076,0.00142569775858,0.000299251207631,0.018494012599,0.00211612401602,0.00516491502914,0.00103993828089,0.00105230418555,0.000738828307101,0.00686029845981,0.000401463539702,0.00202056013109,0.00642261569006,0.0340162225498,0.00208944962952,0.00620140490613,0.00602539241516,0.0128443084032,0.00843046853623,0.00208799204453,0.00302852253157,0.00305347697025,0.00336255873782,0.00141341289113
Speed Issue,0.00162088138953,0.000991382043593,0.000284914989065,0.000240202868164,9.22960281177e-05,0.000222137866478,0.000130935380421,0.00047093057391,0.000501234247232,0.000942626849251,9.47726754857e-05,0.00382358867446,0.000447436867056,0.000119537777941,0.000533653168464,0.000623144187941,9.03460605075e-05,0.00245040238873,0.000292166941212,0.000175806551859,0.000760129188008,0.000240050316213,5.01704222126e-05,0.000631973416532,0.00214948140992,0.000728855672172,0.00273854233176,0.00588519176253,0.000190289193289,0.00101907801761,0.00133864558236,0.000120456153297,0.000863492358992,0.000313917451009,0.000812507044938,0.000247774619638,0.000338345481809,0.000129657320924,0.002841369803,0.000123888761428,0.000434024966467,0.0004907449967,0.000128293526584,5.74994154813e-05,0.00045671500532,5.14942270097e-05,0.00107243469282,0.00192663773601,0.0035585395529,9.70307396094e-05,0.951417323214,0.000317033091955,0.00168891095801,0.000541463226377,0.000427686850968,0.000409803111035,0.000604737682888,0.000328115629419,0.000319297539554
Home Wifi,0.00212581148324,0.016232113432,0.0028038511901,0.000666903162657,0.00117303675159,0.00188578075132,0.00308559811018,0.00236235722397,0.000789120849028,0.00250198520393,0.00246653914542,0.00340208205523,0.00145350401156,0.000782946413575,0.00068902415689,0.0024423780089,0.000799116799873,0.00475394953004,0.00174386905452,0.00280646487983,0.000306841807397,0.00844762055072,0.000873010727574,0.00108017437184,0.0148471227169,0.626936096841,0.13388099222,0.0204210049733,0.00107959210134,0.00115994852248,0.0205827080389,0.000108472730085,0.000720895562858,0.00129583547855,0.00636852050886,0.000446443241173,0.000390167768176,0.000463357400863,0.00610918997711,0.00374528896391,0.00107235767828,0.00827063741989,0.000111918301491,0.000229073215144,0.00199924631408,0.000634879398107,0.00345066787679,0.00444278789714,0.00604605645874,0.00163828272838,0.00436250997786,0.00199234442636,0.000278756970715,0.00136414006475,0.00295101492311,0.00434470989834,0.00496239809847,0.00209725980247,0.0455212418329
Channel Issue,0.00857796557944,0.0136488715838,0.0109919679662,0.0118418552596,0.0119538417273,0.0134192456856,0.01217730875,0.0352438205311,0.0130826464191,0.0122176773344,0.0157313110412,0.0121466665898,0.0115324243368,0.0121194841557,0.0109629698821,0.0119499517791,0.0144693853615,0.272842392499,0.0102065124147,0.0127962287066,0.0119335105734,0.0113159920815,0.0133005856439,0.0122407576957,0.010272291171,0.00940070633132,0.0209302801455,0.0168926304461,0.012431852551,0.00842782405756,0.00873598575007,0.0126248015648,0.00954341349108,0.0119923110211,0.0114807018021,0.0132672762394,0.0124062657515,0.0126180014208,0.0114839300843,0.0120072061137,0.012150102148,0.00495504717358,0.0128998831775,0.0123802723548,0.0112386526321,0.0128782582227,0.0117113954816,0.0211159876068,0.0131014555389,0.0115801083157,0.0159730810697,0.0115720754588,0.0134883298166,0.0120332448923,0.00984863104463,0.0112105430357,0.0107874636286,0.0119456857845,0.00791093107901
Cable Box Not Working,0.00310333904425,0.0244063881753,0.00744459916263,0.00232380420751,0.00431479605113,0.0145987316455,0.00315399595906,0.0745665145874,0.0029208739823,0.00229560027595,0.0104751517731,0.187461931532,0.0620856177839,0.00550934288128,0.00367610516637,0.00572876302276,0.00340300601751,0.0157898391067,0.027029263481,0.063890911111,0.00295252350799,0.0158777696744,0.00338299565604,0.00758578605218,0.0115865743737,0.00588635080139,0.00996746208881,0.0485112627623,0.00380464378326,0.00342628441978,0.0310334215821,0.00222123406905,0.00209403666164,0.00841120032768,0.00429474742306,0.00243324219843,0.00255548788991,0.00416271786422,0.00255402584539,0.00810064087724,0.0180304041442,0.0159976968249,0.0019093771205,0.0054889827135,0.00781211640887,0.0100024695753,0.0374916013433,0.0453965173271,0.0967478902186,0.00353479562525,0.00546023428887,0.00249130240503,0.00332663916236,0.00534384311312,0.00479288355346,0.00998527452503,0.00774786543567,0.0119526981086,0.00146642528079
Login Issue,0.0334587213191,0.0822477287076,0.0240977567893,0.000548505607781,0.0010021683782,0.00250846129051,0.00151900889659,0.0218774323496,0.00062866463623,0.00235111890147,0.00245062369112,0.00306249061317,0.0049423220676,0.000562627042271,0.00119339983419,0.00444186742846,0.000558626132574,0.00376589536052,0.00472883743199,0.00390990086641,0.000201945084793,0.0062974859,0.000618656966165,0.00366954590025,0.0048375474065,0.0130664408616,0.0126009137348,0.654269113586,0.00192612616051,0.00147828875205,0.0158294382945,7.51196488003e-05,0.00128727744242,0.000863726081742,0.00468275126923,0.000414977306125,0.000491875227452,0.000307225161086,0.00185310697642,0.00284984139968,0.00157948197364,0.0149513146304,9.96207514589e-05,0.000185859512113,0.00628292431057,0.000330227784491,0.00100037096362,0.00483075545116,0.00479216161097,0.00186299441228,0.00428884884902,0.00291597401901,0.000363192705704,0.00204433409211,0.00307976459865,0.00724294268707,0.00403335011097,0.00510137750061,0.00753694353125
Login Issue,0.0279294914946,0.0545802999197,0.0104547468788,0.000347085143784,0.000533815738588,0.00115254381307,0.00151731910811,0.00697462109331,0.000517426559104,0.00160665573275,0.000558988686585,0.00550477816482,0.00619017391772,0.000303382902178,0.000782456496038,0.00345151603271,0.000182561840986,0.00572363409212,0.00260487065993,0.00207016848893,0.000159622198297,0.00959126876252,0.000224472663542,0.00437486318257,0.00530313986362,0.0389150685576,0.0361859171967,0.589460887996,0.000636594601844,0.000622594181211,0.0384232306055,2.91316744746e-05,0.00090347757604,0.000495508307249,0.00228636076675,0.000225159125818,0.000209916181461,0.00010281987018,0.0029752158828,0.00115335501636,0.00183426733094,0.0121479876689,2.3199602072e-05,5.60273574565e-05,0.00363599973466,0.000173880016503,0.00127628061144,0.00161753872765,0.0117611437493,0.000573212258102,0.00543140141795,0.00159170395242,0.000310930036834,0.00170198095663,0.00402775135802,0.00610218491386,0.00625215423718,0.00174310334301,0.0744741117531
Email Issue,0.0140735499142,0.0298190248347,0.0171871384484,0.00500493435352,0.00964565373685,0.0166972058202,0.0114760884718,0.0231998924269,0.00536866323005,0.010158371027,0.0132867128022,0.00392013482404,0.00298059957196,0.00406532375931,0.00159597477843,0.013185099358,0.00490651929908,0.00996194640301,0.00858325119033,0.00678975151977,0.00398270086014,0.015531562893,0.00742758526667,0.00345472599962,0.48179026464,0.0121898750601,0.0161622145862,0.0281922688291,0.00808146430397,0.00944249237421,0.00187452399406,0.00344716146245,0.00833047382227,0.00905391838478,0.00720326945508,0.0034775640503,0.00231516052288,0.00571603807357,0.00689014827578,0.00744140343795,0.0111296968375,0.00876854597047,0.00356283529582,0.00417871789156,0.0130111835593,0.00485346490261,0.00982558539771,0.00776937084276,0.00376700412543,0.00695394681789,0.00292551637329,0.00789263763555,0.00410183763597,0.00379439109709,0.00676152154997,0.0282991717819,0.00984896842396,0.00716395215106,0.00148099964792
Service Issue,0.0158122629831,0.0327727695063,0.0214436516683,0.000925001311321,0.00247081450557,0.00808995627892,0.00538952110834,0.0794480204911,0.00116059711912,0.00552628995081,0.00452728816012,0.0195445290956,0.0160438255277,0.00283557212265,0.00384711453289,0.0187788326661,0.00138513324714,0.0117974820557,0.00307676694727,0.0163498394342,0.000816603794114,0.0672498053263,0.00220673697736,0.0113853576514,0.0232847707933,0.016952161106,0.115216531139,0.0367561340321,0.00371640443467,0.00226631372204,0.0313932304854,0.000356088903753,0.00343870034035,0.00302246439965,0.00376302690004,0.0013502294723,0.00251130743524,0.00136684701917,0.0135044587467,0.00752642761199,0.00859380319617,0.0566052211713,0.000342956104912,0.000382355170033,0.0106624509976,0.000896384917285,0.0158020767259,0.155573102877,0.0290154403086,0.00162312483291,0.0165051509385,0.00600618723754,0.00311849478607,0.00764616200496,0.00955549117053,0.00692711100276,0.0348851599988,0.00931002205988,0.00724043549676
Odc-Not Working,0.00551445129852,0.0360783238709,0.0174444160082,0.00368081539294,0.0104643451735,0.0370078005878,0.0181475935784,0.019554851454,0.00338890718426,0.00363352426741,0.00647353216264,0.00345608719326,0.0193187219523,0.00341800808114,0.00663504970672,0.00465718641483,0.01300491807,0.00903854722207,0.0423970696022,0.0112499253504,0.00184786288367,0.0146188194091,0.00490856308534,0.0161915590805,0.0333078007588,0.024241823106,0.0141293760146,0.0584388738996,0.00522207302308,0.00449863741136,0.0776771736626,0.00158878308082,0.107054648582,0.0674309921168,0.00932658398629,0.00167526881248,0.00175602068792,0.00276120842024,0.00153598765902,0.0126370229582,0.0568257629144,0.0190236171944,0.000530923716135,0.00339252884011,0.0127822969955,0.00241005456138,0.0294958491266,0.0256219979775,0.0166463339766,0.00809742456903,0.00713515859969,0.00888306726104,0.000954817101786,0.0086791401624,0.00419208670082,0.00944310369259,0.0216654016829,0.0216420523192,0.00716522939769
App Issue,0.00835123116754,0.00424981307697,0.0126460271673,0.00113800434425,0.00228448660127,0.00337340614367,0.266008173338,0.00435854636749,0.00129503515561,0.00191391185231,0.00095718555733,0.0178641128015,0.00795843033811,0.0016076842284,0.0100686851187,0.00226733606,0.0027887945345,0.162578908855,0.00875429891325,0.00284388938614,0.000426366099517,0.0113899813218,0.00113607966101,0.0127523085244,0.00525733685754,0.0103736982218,0.00100831405098,0.0368085198711,0.00198338772828,0.00174478168692,0.0168324255736,0.000578893693444,0.00451899596578,0.006242350655,0.0510803147028,0.00101167940197,0.00149066101524,0.0007115972415,0.00216102446223,0.0154179316569,0.00494236173259,0.00512449418936,0.000185338730812,0.000395035162417,0.00778602680303,0.000434659241559,0.00212677524291,0.0107721534811,0.0670507382388,0.0039721873191,0.00263837482348,0.0609175864771,0.00849220715985,0.0978019959578,0.00248401080732,0.00316557264937,0.00843940782317,0.00353754080064,0.00349892395985
Login Issue,0.0161198866634,0.0155399218588,0.0081090485458,0.000657210276209,0.000226892585578,0.000866757984758,0.00109323340403,0.00678925180168,0.000520073633188,0.000965893095082,0.000208242109924,0.0113446155209,0.00326217555432,0.000174250225699,0.00144198387962,0.000783773731498,9.87423456949e-05,0.0218718466357,0.00119441135274,0.000834690579085,0.000688395802645,0.00263267327924,0.000131471120143,0.0143008102239,0.332969415913,0.00779148101324,0.0338242530619,0.346136280429,0.000483950348637,0.00145780358193,0.0537348694949,8.80527277692e-05,0.00269687013145,0.00099432842848,0.00266712782982,0.000371644460594,0.00034309139095,9.37491925829e-05,0.0390148485327,0.00311028410032,0.000818304526055,0.00155694619024,7.08674001223e-05,5.83602933303e-05,0.00279947276495,9.66647258401e-05,0.00061237291708,0.00418341675973,0.024578617026,0.000392563117643,0.00527448908455,0.0025896606091,0.0012680707549,0.00594677593144,0.00209868037014,0.00235543042107,0.00278844014832,0.00187609689244,0.00500046721954
