lineText,sessionId,y_pred,y_prob_max,y_true
"i ordered some items on targetcom to be spped to huntsville al target store some are ready to be picked up but others are not it says i have 4 days to pick up my items i want to pick them up all together because i live 45 min away can i wait until all my items have made it to the store to pick them up at the same time order  xxxx-xxxx-4708 e-mail is xxxxxxx ""also i would like to edit my order by canceling the ottoman is that possible as well"" sure no problemn ""yes cancel the ottoman please so when would be the last day i could pick up the items that are already there""",INT-va1appin08-1445089288364-42955,Shipping  & Order Status,0.488049695452,Shipping  & Order Status
" i placed2 offers ts am and need to cancel one as i ordered the wrong ottoman ""sorry 2 online orders"" yes ""ok so when the ottoman comes in can i just return it to a local store"" ""ok thanks"" ""no but have a good day""",INT-sv1appin05-1445194626420-897,"Modifications, Cancellation and Refunds",-0.0420378407781,"Modifications, Cancellation and Refunds"
can you please give me a call on 07913-994846 i am looking for a boiler cover in a but to let flat i purchased in watford,INT-sv1appin08-1453143477699-227196,Purchase Pricing Enquiry,0.764202699826,Purchase Pricing Enquiry
i would like to know what are the peak hours costs for electricity in my area,INT-sv1appin07-1453198769737-232851,Purchase Pricing Enquiry,0.674442006037,Billing & Payments
ive got a homecare plan and just wanted to check if it covers pipes and plumbing etc,INT-sv1appin06-1453200466410-232985,Purchase Pricing Enquiry,-0.287288358573,Purchase Pricing Enquiry
 i created a payment today confirmation   jgqtr-568z3 and need to add a case  to the check that will be sent to payee ron hof  is ts possible to add if the payment is processing,INT-va1appin09-1437437848400-39760,Billing & Payments,0.590937980072,Billing & Payments
we dont actually repair or look after storage heaters so we wont be able to help get those repairs - sorry about that it is only gas systems that we cover ,INT-sv1appin05-1453107844975-223632,Scheduling Appointments,-0.0866531459057,Scheduling Appointments
can u tell me is ts 2797995 mattress comes with any base or not,INT-va1appin07-1437466595935-41809,Product or Service Details,0.340727347909,Product or Service Details
 have recently received a letter from you regarding nectar points i havent asscoaited my email with my account beforewhat do i need to  _end_ how do i do it on line - i cant remember my account  _end_ meyer 22 langborough rd wokingham r40 2bt 26828,INT-sv1appin07-1450802096117-41650,"Discounts, Offers, Promotions",0.810782108146,"Discounts, Offers, Promotions"
  _end_ im looking at the landlord pro but wanted more information regarding the excess  _end_ will i be charged ts for any call out including for the servise and gas certificate ,INT-va1appin05-1453288782238-4257,Purchase Pricing Enquiry,0.954375320312,Purchase Pricing Enquiry
 i would like to invest a part of my balance in fixed deposit how do i do that and what would be the interest and can i close it whenever i want to,ID1208394306,Billing & Payments,-0.0545957995461,Account Management
ok sounds just showing up late thats ok one other question - can you provide details as to how i can avoid the 14 month service charge,ID1207543702,Fees and charges,0.268284638561,Account Management
i have just checked my online banking and noticed that there is a 30 monthly service charge being debited from my account  i am quite disappointed with ts because at the time of opening i specifically asked at the branch in new york where i opened the account if there were any charges associated with the account - if there was then i would not have opened the account i also asked if there was any minimum balance required to maintain the account and again i was told no as i was a citigold customer in th euae,ID1148277489,Fees and charges,0.924468846719,Fees and charges
1 i moved to sao paulo over a year ago but i have not been able to change my address in my account 2 probably related 2 i found that my bank card atm card was re-issued without notice and the card that i have no longer works in atm,ID1206985374,Account Management,0.62145851567,Account Management
how do i cancel my  _end_ yes  _end_ norman brudney ,INT-va1appin10-1453906455317-65084,"Modifications, Cancellation and Refunds",1.0872021455,"Modifications, Cancellation and Refunds"
a family member has a broken boiler and i understand there are a few options,INT-sv1appin09-1453140711499-226812,Product or Service Quality issues,0.331942960998,Product or Service Quality issues
how do i change the amount of a one time payment,ID1103158464,Billing & Payments,0.413517455931,Billing & Payments
ll i need to know is what my direct debit is going to be it is an annual service pound80 but then you didnt seem to be able to pay for that as a one off fee i then selected a monthly payment to come out on the 1st of every month but it didnt say what ts would be is it simply pound80  12,INT-sv1appin06-1453209931664-233733,Billing & Payments,0.155843399582,Product or Service Quality issues
 i need to switch the power at my house into my name,INT-sv1appin06-1453059151368-218710,Scheduling Appointments,0.148976149423,Account Management
 ive tried several times to cancel an 827 payment to butterbeans but my account hasnt been credited,ID1204458697,"Modifications, Cancellation and Refunds",-0.09922209841,Billing & Payments
i see i see a deduction on my account i dont know about,ID1145816416,Fraud,-0.293036843479,Fees and charges
can you please wave the 1000 fee  my account is overdrawn and i cant afford to balance it out right now,ID1095727319,Fees and charges,1.0304989549,Fees and charges
 i was looking for my rewards program balance,INT-va1appin05-1437579713514-51337,"Discounts, Offers, Promotions",-0.0670638635242,"Discounts, Offers, Promotions"
im wondering if you help me with an essuit  i been haven  on my account i have a charge wch i disputed because i never got ts order and right now its shoing again on my account,INT-sv1appin09-1438303659651-99832,Disputes,0.0949255965722,Disputes
i am showing that a payment was scheduled to be made onxxxxxxxx in my email and i tnk that payment was cancelled and i just made a payment today are you showing in your records a payment being made onxxxxxxxx-15,INT-sv1appin10-1438101343880-84381,Billing & Payments,0.87897828611,Billing & Payments
pllip foster want to close account ending in 7239,INT-sv1appin09-1438100079761-84222,Account Management,0.591738362171,Account Management
i just wanted to see about ordering a new card with a different image on it and im not sure where to go to do that,ID616939828,Warranty & Repairs,0.573984673148,Warranty & Repairs
 we have homecare cover for service of boiler and gas fire  not sure if it covers repairs ,INT-sv1appin10-1453109701181-223744,Product or Service Quality issues,0.848671306166,Product or Service Quality issues
 have received a pound12 energy credit voucher however my name has been spelt incorrectly therefore i cannot collect it,INT-va1appin09-1452765469888-889,"Discounts, Offers, Promotions",0.695608046672,"Discounts, Offers, Promotions"
 i have a mains 24he combi boiler and the 2a fuse keeps blowing an you send out today an experience d boiler engineer please,INT-sv1appin06-1453207631736-233528,Product or Service Quality issues,0.0957645592326,Scheduling Appointments
 amit im trying to find a better deal on my gas and electric can you please help  me,INT-sv1appin09-1453107126386-223586,Account Management,0.0530973058261,"Discounts, Offers, Promotions"
 thomas i accidentally scheduled a wrong transfer and would like to cancel it,INT-va1appin08-1437160250101-23004,Billing & Payments,0.138735193189,Account Management
  tried to book a break down but doesnt seem to work for me just freezes on a wte screen,INT-sv1appin06-1453043500642-217111,Scheduling Appointments,-0.397087029439,Scheduling Appointments
 arjun we recently moved into our property supplied by british gas we changed the account over to our name and now weve switched provider just need to query our final bill as its much gher than it ,INT-sv1appin10-1452707174853-188652,"Modifications, Cancellation and Refunds",-0.0539367915101,Disputes
"i placed an order on 106 and as of ts morning i checked tracking for an item and it says it has been cancelled by the spper xxxx-xxxx-0109 xxxxxxx thank you ""no the boots size 11 had a tracking  and as of ts morning it says it was cancelled by spper but i have not received email refund or items"" ts is the tracking  target sent 1zy8f934ywxxxx-xxxx-60",INT-sv1appin09-1445194296290-886,"Modifications, Cancellation and Refunds",0.484441982021,Shipping  & Order Status
i have direct deposite coming from randstad is my account frozen  becuase its showinng negative for over month and the next question is im going to chargeanytng else because i was without a job my last four i ssn is 6835,ID1187332815,Account Management,-0.286051860056,Account Management
yes i would like to know why i keep gettng charged mthly svc,ID1096319063,Fees and charges,-0.430652481838,Fees and charges
  mckenzie i called capital one about a problem logging into or creating a rewards checking account i received a confirmation number 188725 and was told the problem should be resolved witn a couple of days and after over a week my account still doesnt work id like to redeem my points before my account changes,INT-sv1appin10-1438290815044-98935,"Discounts, Offers, Promotions",0.292420489067,Account Management
do u have a recommend a friend program  _end_ i was telling someone about the appliance cover and wondered if theres a link i can send them _end_ no i am not going to call them for ts ,INT-va1appin08-1453375316215-7310,Complaints,-0.279992260681,Complaints
how do i view and cash in points i have done in the past but cannot remember how,INT-va1appin06-1437166814606-23655,"Discounts, Offers, Promotions",1.08647238697,Account Management
 im jessica carrilloi need to dispute a transaction on my mastercard debit card,INT-va1appin07-1437239518591-27122,Disputes,0.622010824373,Disputes
what are these transactions on my savings who approvedprocessed how and why my information has not been stolen citibank did ts and the person on the phone could not explain it to me he put me on hold forever we got disconnected no call back,ID1188199295,Billing & Payments,-0.176584266656,Fraud
i would like to a person by phone re a payment wch has been incorrectly reversed by citibank,ID1202266368,Billing & Payments,-0.0832800090135,"Modifications, Cancellation and Refunds"
i want to redeem my rewards checking rewards,INT-va1appin06-1437479722257-42403,"Discounts, Offers, Promotions",1.71886736407,"Discounts, Offers, Promotions"
 i changed my gas and electric supply to you a few weeks ago my electric has changed but not my gas,INT-sv1appin05-1452884953166-205089,Account Management,-0.162489654836,"Modifications, Cancellation and Refunds"
please ring me michael 01423 871987 re an order,INT-va1appin07-1437414206073-36934,"Modifications, Cancellation and Refunds",-0.126992405221,Ordering Process
 i just wanted to ask about a payment check payment i made that the payee never received the payment would have been mailed to them but t never got it i would like to stop payment on that as i subseuqently sent another payment the reference number is 10506 the amount was 139 and the payee was thomas pfundstein,ID1191543140,Billing & Payments,2.46515095312,Billing & Payments
i would like to book an engineer,INT-sv1appin09-1453211433374-233880,Scheduling Appointments,0.804501782633,Scheduling Appointments
will i get 10 off on canon 700d,INT-va1appin07-1437986769893-76489,"Discounts, Offers, Promotions",-0.216692156986,"Discounts, Offers, Promotions"
not sure why my order wont go through,INT-va1appin09-1445097854093-22463,Shipping  & Order Status,-0.293834562885,Shipping  & Order Status
i need to change the address on ts account please,INT-va1appin06-1437747979569-65563,Account Management,1.54135548027,Account Management
if i sign up to your home and boiler cover tier 3 at pound1525 per motnh can i claim the annual boiler service now from the outset  we have a pressure drop problem on our boiler right now but also would like cover going forward  i am keen to buy online to get the discounts applied,INT-sv1appin10-1453195809828-232669,Product or Service Quality issues,0.638548474036,"Discounts, Offers, Promotions"
i did a chat last week regarding a bill pay that was never received by the person i was trying to pay reference 10352 the person on chat said t would credit it back to my account i did not see the 360 post yet any idea why not,ID1146894196,Billing & Payments,0.914393149523,"Modifications, Cancellation and Refunds"
i wanted to talk to about some recent transactions in my bank account there was a decrease of 433447 from my bank account,ID1095945594,Fraud,-0.466925161884,Fraud
i would like to transfer usd from my account in poland to my account in new york will there be any fee on the receiving end in new york,ID1149055695,Account Management,0.136607955158,Fees and charges
id like to transfer my rewards balance to my venture card,INT-sv1appin09-1438107670714-85135,"Discounts, Offers, Promotions",-0.390286038703,"Discounts, Offers, Promotions"
 i am not able to change the address from account managment could you please do that on my behalf i get an error message,ID1186245113,Account Management,1.17162039697,Account Management
 i had a one off repair on my boiler completed by your company in may and the same issue has come back i believe the work is guaranteed for 12 months is ts correct,INT-sv1appin09-1453210020178-233734,Scheduling Appointments,-0.203193741453,Product or Service Quality issues
i am trying to close my capital one bank accounts,INT-va1appin08-1437668028247-58941,Account Management,1.12312634342,"Discounts, Offers, Promotions"
theres a pending charge in my account that i dont know wheres coming from,INT-va1appin05-1437574103628-50652,Fraud,-0.266681273717,Disputes
loan ending in 0281 ready credit payment was sent as an online payment from citibank checking on monday september 1st however did not post until two weeks later on friday september 12th causing a 10 late charge  i have never been late on payments  i am disappointed that on online payment from citibank to citibank took 12 days to post wch caused a 10 late fee  i have deleted my autopay monthly payment and have setup a recurring online monthly transfer beteen accounts instead  my request is to credit the 10 late charge on ts account,ID1191646681,Billing & Payments,0.55297556905,Fees and charges
can you tell me if there are grants available to people aged over 60 who are in receipt of working tax credits,INT-sv1appin09-1452106282409-124266,Product or Service Details,-0.511683454927,"Discounts, Offers, Promotions"
im trying to register online for an account and having trouble,INT-sv1appin05-1452960625026-211006,Account Management,1.26681562562,Account Management
need to book a service,INT-sv1appin08-1452608556411-176379,Scheduling Appointments,0.255482824568,Scheduling Appointments
would you please close my savings account,INT-va1appin06-1437666033578-58701,Account Management,0.901172575181,Account Management
" kevin i am trying to purchase a item for a wedding and when i proceed to checkout it is giving me a null error loginformaction of null ""no siri do not have one my nephew is getting married and i was looking at the online registryadded the item to my cart and went to checkout it did not ask me to log in do i need to create a account"" ""okay i will try that i did close the target website and re-logged in but it did it again"" thank you and if it does not work and can try again in the morning",INT-va1appin08-1445056862315-41618,Website Issue,-0.274335734704,Website Issue
i do not know how to get messages off phone,ID1019458897,Product or Service Quality issues,1.00588225188,Product or Service Quality issues
i need to arrange a boiler check up for my mother i am going to pay for it on my card as my mother does not have a credit card  i have been told i cant do ts as my mum needs to be with me when i arrange it  we both have bg accounts  i am at work at the moment and my mum lives in bury and i live in blackburn bit of a distance,INT-sv1appin09-1453211051385-233838,Billing & Payments,-0.404837262165,Product or Service Quality issues
i have a gas meter on an external wall  i had an engineer visit to swap out the type of meter but it needs a cover put on it,INT-sv1appin06-1452940966663-209592,Purchase Pricing Enquiry,0.175327834084,Purchase Pricing Enquiry
 i need help my cat g boiler does not ignight,INT-sv1appin09-1453031328536-216382,Product or Service Quality issues,0.205651422354,Product or Service Quality issues
 can the tabitha fabric sofa bed be brought in any colour as i am looking for a green sofa bed but do not like the ones on offer,INT-va1appin08-1437730838200-64507,Product or Service Details,0.856363086728,Product or Service Details
i made one transaction to bryan saenz of 950 a few days ago via popmoney 1900 dollars has been taken from my accoint and bryan has received notng can you let me know why it has gone out twice and why he has not received anytng,ID1100762312,Disputes,-0.0929805151899,"Modifications, Cancellation and Refunds"
i am looking for a wardrobe depth 55 height 200 width 150,INT-va1appin05-1438680845171-89467,Product or Service Details,0.479659481245,Product or Service Details
 i have noticed that ive had the same amount of reward points for a long time now i would like to know how i got them and why i stopped getting more please im doing well thank you for asking,ID1102370801,"Discounts, Offers, Promotions",-0.235932162404,"Discounts, Offers, Promotions"
i made a capital one credit card payment and it was processed today but as i checked on my credit card account the payment didnt apply yet,INT-sv1appin07-1436803898245-64059,Billing & Payments,0.2338496358,Billing & Payments
 my home phone has not been working since my uverse was installed,ID1019449526,Product or Service Quality issues,1.57708711819,Product or Service Quality issues
can you deliver to trecco bay caravan park,INT-va1appin05-1437394860833-34729,Product or Service Details,-0.113929452458,Shipping  & Order Status
 i am a citi premier credit card holder how can i tell how many points have,ID1202666690,"Discounts, Offers, Promotions",0.363186393908,"Discounts, Offers, Promotions"
i have am inquiry about my bill,INT-sv1appin06-1453232713591-237056,Fraud,-0.690019982299,Billing & Payments
why did the minimum due auto pay not kick in to avoid a late fee,ID596043885,Disputes,-0.306126231277,Disputes
can you check why my account has monthly service charges i were told if i have direct deposit there will be no monthly charges,ID1202790376,Fees and charges,0.64386104468,Fees and charges
i am sure we had an appontment today for smart meters to be unstalled but i have not heard from  _end_ thank ,INT-va1appin08-1453470681750-17953,Purchase Pricing Enquiry,1.21827962739,Purchase Pricing Enquiry
gm i see minimum interest charge being charged every month what is that,ID1095829814,Fees and charges,0.3400569214,Fees and charges
says for me confirm my pin so i do then it says theres a error,INT-va1appin05-1445021727954-37934,Account Management,-0.308421931898,Website Issue
so i found out from several people to whom i recently sent wire transfers from my main checking account ending 0806 that t were charged 15 for the incoming wire transfer all of them save for one are citibank clients too in some of these instances ts is the manner in wch i pay the persons salary none of them had any idea these fees would be imposed there used to be no fees charged for ts i just transferred a total of 275 to the 5 people who were several times t with these outrageous fees 90 each to two recipients 120 to another 60 to another and 15 to the non-citibank person i believe that citibank should reimburse me for these fees -- or refund them to the appropriate clients and then i will sort out evening up with each of them,ID1148842864,Fees and charges,0.983047200756,"Modifications, Cancellation and Refunds"
can you recommend a black microwave underpound50,INT-va1appin07-1437411792159-36627,Product or Service Details,0.205467343758,Product or Service Details
i am trying to set up a recurrent international wire transfer but i do not seem to be given that option in the screens i have i am trying to modify the amount to an existing recurrent internation wire transfer but i am not given that choice so i decided to initiate a new recurrent transfer with the new amount and cancel the older transfer unfortunately i cannot edit it so trying to set up a new recurrent international wire transfer seems not possible am i doing sometng wrong,ID1147377334,Fees and charges,-0.0886524355272,Billing & Payments
how do i obtain a capitol one card for my wife,ID644751928,Billing & Payments,-0.282743346736,Account Management
do you provide electricity to retail clients in london,INT-sv1appin07-1453217514443-234701,Purchase Pricing Enquiry,0.672696031721,Purchase Pricing Enquiry
my customer reference number is registered to occupier and i am unable to create an account because of ts ts will be my first paid bill since moving into the property,INT-sv1appin05-1453212255331-233968,Account Management,0.61647677114,Account Management
i am looking to switch my gas and electricity supplier but need a new boiler too was wondering if british gas had any deals currently for switcng,INT-sv1appin05-1452954963118-210425,Purchase Pricing Enquiry,0.58084329925,"Discounts, Offers, Promotions"
good because that bill is due lets hope sooner instead of later thanks,ID665214090,Shipping  & Order Status,-0.665567751572,Billing & Payments
we are expecting 2 wires please 2 for amount 10 000  so about 20 000 ,INT-va1appin07-1437656892507-57656,Fees and charges,-0.0145785502572,Billing & Payments
i was wondering how much the monthly payment would be if i transfer a balance of 4000,ID665075146,Billing & Payments,1.62016674418,Billing & Payments
if i order it will it be there by friday i live in colwyn bay,INT-va1appin06-1437395484558-34779,Shipping  & Order Status,-0.0186813451461,Product or Service Details
no thank you can i use my reward points towards a flight purchase i mean an airline ticket from jetblue aa or delta etc,ID1149797092,Warranty & Repairs,0.476139557385,"Discounts, Offers, Promotions"
i am online now - obviously - but the system says it is too late for me to change a payment that will go out later today  however i know in the past ive called in with ts timing and the agent has been able to help me i dont need information i need you to stop a bill payment that the system wont let me stop,ID1202253604,Billing & Payments,0.607037379294,Billing & Payments
ts company that has a crooket agreement t offered a free trial with a 495 dollars  charge i gave my debit card  --unfortunately-- without me asking them to send me a whole set of their product t waited 14 days and sent me the product for 11995 dollars t seem to be a scam  i need you to help me take them out from my credit card access,ID1189555718,Fees and charges,-0.449048507237,Fraud
 martin here can u tell me is smart meter  _end_ no ,INT-sv1appin05-1452934078635-209304,Purchase Pricing Enquiry,0.894953107668,Purchase Pricing Enquiry
" vanessa i am shopping for wedding gift will items be spped directly to the registered couple also will i get a 5 discount by using my target card and does 5 apply when i make my payment ""ok thank you very much you were helpful"" no thank you have a good night",INT-sv1appin06-1445206061552-1178,"Discounts, Offers, Promotions",0.0603138343099,Shipping  & Order Status
sandra stevens  15 ex20 1bb 31 01 1957 i had an account with you there i am no longer at that address but was trying to find out what nectar account my points went into wle i was with  _end_ thats great thankyou,INT-sv1appin08-1453203385643-233180,"Discounts, Offers, Promotions",0.879896316745,"Discounts, Offers, Promotions"
i would like to request a refund of atm fees incurred in canada here is a pasted spreadsheet of my withdrawals and fees incurred since my last refund,INT-sv1appin09-1438093501513-83477,"Modifications, Cancellation and Refunds",1.63103100315,"Modifications, Cancellation and Refunds"
i need another link to reset my password the one sent has timed out,INT-sv1appin05-1451321229937-67962,Account Management,2.10622101461,Account Management
also let me know if there are additional fees for using outside us,ID1141762815,Fees and charges,-0.324469209106,Fees and charges
ts charge was not authorized,ID1146603670,Disputes,0.445670354397,Fraud
i am trying to pay a bill but it is telling me to do the following the details you entered are currently in the name of occupier please call us on 0800 048 0202 and select the home move option so we can register the account in your name,INT-sv1appin09-1453209686557-233705,Billing & Payments,0.484984806082,Billing & Payments
i dont see where i can view them you mean i should view my current payees,ID1206274255,Disputes,-0.33064033638,Account Management
" carl good morning i just realized we got charged a ""returned check fee"" of 3400 but i thought we had overdraft protection on ts account i feel like the original person who helped us set ts up several months ago did not explain tngs properly to us its a bit frustrating",ID1096485064,Fees and charges,0.524395373465,Fees and charges
i seen a table with 6 chairs yesterday it seems that its not on the computer today i tnk it was called swanley it was very cheap,INT-va1appin10-1437402927314-35529,Product or Service Details,0.753858304628,Product or Service Details
 ive just moved into a new house and need to register my account please,INT-sv1appin05-1451492318353-81851,Account Management,0.630664716491,Account Management
my car is in shop and i was wondering if theres anyway to transfer funds from credit card to debit card,INT-va1appin07-1437748619114-65624,Account Management,-0.0782328803531,Account Management
 i have nectar point of 2947 as at feb 2015 what can i use these point for,INT-sv1appin09-1452179796659-132745,"Discounts, Offers, Promotions",1.81270188121,"Discounts, Offers, Promotions"
good as want my money back from my closed account,INT-sv1appin10-1452940820827-209577,"Modifications, Cancellation and Refunds",-0.0866276232719,"Modifications, Cancellation and Refunds"
i applied for a custom credit line last week  it was approved  it was supposed to be linked to my citi bank accounts and i dont see it here  i am up against a payment deadline and need to access that credit asap  can you find the account and link it please,ID1205616959,Account Management,0.155757280885,Account Management
ts contact had a payment sent first to didishanikgmailcom when citi did not send a payment to that email i stop that payment activity and set up a new payment to yykleinergmailcom i spoke to ts contact many times he claims it is correct i need to know what to say meanwle if citi knew sometng wrong with email why was i not told right the way it would have  prevented an overdrawing of the account why was i not told email is damaged,ID1102604326,Billing & Payments,1.11475639381,Billing & Payments
 arjun i have submitted an incorrect gas meter reading of 10490 online i then resubmitted the correct reading of 10049 please can you confirm that the correct meter reading is recorded and i will be billed for the correct amount my apologies i dont usually submit meter readings without making any mistakes thank you _end_ joanne victoria senior 850032210227 13 the sidings cnley derbysre sk23 6de 07956 122082 _end_ thats fantastic thank you so much for your help arjun much appreciated,INT-sv1appin05-1452948467733-209935,Disputes,0.278665107833,Disputes
i dont understand why there is a 250 non-citi atm fee for june 18 ts was a withdrawal from a citi atm,ID1142415617,Fees and charges,0.351311011286,Fees and charges
sorry about that srley and good morning to you i need to set up a monthly on line payment,ID1184778644,Billing & Payments,0.667263811578,Billing & Payments
 i am looking to take our landlord cover can you let me know when the gas safety check can be done and when the certificate can be  _end_ wf16 9 _end_ ok ,INT-sv1appin06-1453212246983-233975,Purchase Pricing Enquiry,1.06046625231,Purchase Pricing Enquiry
 i wanted to see of i could do anytng re the rest i could really use the break and i will be more diligent in checking my acct,INT-sv1appin10-1436793594528-63251,"Discounts, Offers, Promotions",-0.241077227708,Fees and charges
i have homecare 200tm with you at pound26 pm  i have been looking on line and you seem to be offeringthe same services as i get under ts option for a lot less if i am right about pound10pm,INT-sv1appin07-1453216736476-234584,Purchase Pricing Enquiry,-0.164092912912,Product or Service Quality issues
is the online website down  i cannot log on but i can on my phone,ID1203384353,Account Management,1.08936076884,Account Management
i am trying to make a payment and i already have an external account set up every time i click on payment with external account it leads me to a page to set up new accounts and i am not sure why,ID1147723421,Billing & Payments,0.787259392621,Billing & Payments
i wanted to check my homecare agreement for 38 waterloo road ls28 7uj,INT-sv1appin10-1452954995521-210427,Purchase Pricing Enquiry,-0.113443402606,Purchase Pricing Enquiry
baby car seat is on sale but checkout is charging me regular price xxxx-xxxx-7720 eddie bauer car seat base are you changing the check out total or do i proceed and the sale price will be charged to my card the car seat is regularly 139 and its on sale for 119,INT-sv1appin05-1445169985757-311,"Discounts, Offers, Promotions",-0.172913387644,"Discounts, Offers, Promotions"
when will i get my funds and how,ID1144421417,"Modifications, Cancellation and Refunds",-0.370922083802,"Modifications, Cancellation and Refunds"
 can you tell me how many rewards i have,INT-va1appin06-1437259829062-28306,"Discounts, Offers, Promotions",0.977510231054,"Discounts, Offers, Promotions"
i would like to be informed about the status of my account i would like to be informed why is the account blocked i would appreciate your help,ID1097769674,Account Management,0.739482385173,Account Management
the phone seems to be working as well  still not sure why my wireless is so spotty  but i can schedule a tech to come out and check that for me right,ID1016172225,Product or Service Quality issues,1.46864397391,Product or Service Quality issues
 i have a weird 1 dollar transaction on my debit account 04-13-2014debit authorization apr13 0128p 0538at 1328 the home depot 918 atlanta  100 its only a dollar but i really dont know what ts is,ID1104021808,Fraud,-0.452955343002,Fraud
 my moms central heating is not working and she has just come out of hospital today - will it be possible to sign up to homecare 200 and to ask for an engineer for today if possible,INT-va1appin05-1452782482270-1923,Scheduling Appointments,0.251944279465,Scheduling Appointments
since couple of days when i switch on the heatingthere is a bit of smell of gas,INT-va1appin10-1452766198700-1162,Billing & Payments,-0.517704448945,Scheduling Appointments
 su i would like to order a one-off boiler repair actually i tnk that the fault is with a valve rather than the boiler together with the installation of the ve boiler controller and i am not a contracted customer for ts property although i am a landlords customer with you on a different property,INT-sv1appin10-1453200390075-232972,Product or Service Quality issues,0.726218051059,Purchase Pricing Enquiry
 susan order some items but i still not recieve them as yet ok no prob xxxx-xxxx-608 xxxxxxx,INT-va1appin10-1445099394151-22636,Shipping  & Order Status,0.460860555096,Shipping  & Order Status
i just signed up for creditinform over the phone how do i access it on the site,ID596442258,Account Management,-0.0399475118134,Warranty & Repairs
ok so how do i do it on line or should i just call yall,ID1205764452,Account Management,-0.255744870622,Account Management
i would like to close my account today,INT-va1appin06-1437749567710-65715,Account Management,0.610716539314,Account Management
i want to cancel my subscriptions xxxxxxx lou thao all of it do it from your end i tried but it says i need to call costumer server thank you very much,INT-va1appin09-1444970754514-11495,"Modifications, Cancellation and Refunds",0.069495817193,"Modifications, Cancellation and Refunds"
i am looking at landlord pro is there an excess with ts policy for  _end_ i also have 3 gas appliancies that require a safety cert how does ts effect the  _end_ boilerhob ,INT-va1appin07-1453380407461-7494,Purchase Pricing Enquiry,1.52358138097,Purchase Pricing Enquiry
i am struggling a bit trying to find my checking account number and my routing number i discovered that my account is also closed,ID1208433132,Account Management,0.903693091998,Account Management
"i received an email that my order for store pick up will have to be changed due to items not at store do i need to re-pay for these ""ok ts was the email i received so when i went to change delivery option i saw the pay now button to continue with the order i have already paid so i wasnt sure if i should continue"" but i am changing the order for delivery since its not available for store pick up ok thanks",INT-va1appin07-1445044167199-40712,Shipping  & Order Status,0.803086919454,Shipping  & Order Status
 i wanna know how to cancel my subscribe item i cannot find manage subscription on that page there are only change name address password and recent orders ts is the page i am on thx a lot xxxxxxx hui xia,INT-va1appin05-1445002030074-34873,Account Management,0.184013405323,"Modifications, Cancellation and Refunds"
how long do you tnk it will take to deliver a fridge,INT-va1appin06-1437378340630-33966,Product or Service Details,0.616211224425,Shipping  & Order Status
"i want to delete an item out of my cart how do i do ts xxxx-xxxx-0748 ""first answer tsevery time i wish to delete an item out of the cart as i am shopping and perhaps change my mind will i have to go through a rep to have it done for me"" is that a yes ok thank you for the info for now delete all of them please have a nice day perhaps pass on to management that not allowing a customer to fine tune their shopping cart before going to check out is not ok",INT-va1appin09-1445107398660-23538,"Discounts, Offers, Promotions",-0.16186705269,Ordering Process
"i am trying to check out and every time i click complete order i get a box that says ""oops an exception occurred"" xxxx-xxxx-7398 filtrete odor reduction filter ""ok i will try that thank you""",INT-va1appin10-1445129738234-25695,Website Issue,0.423451149114,Website Issue
