,0,1
379,1423 0001 58,10.303192989
380,14314 instead,10.303192989
381,14314 instead 10314,10.303192989
382,149super,10.303192989
383,149super irritated,10.303192989
384,14th,8.10596841165
385,14th 8xxxxxx00,9.89772788088
386,14th 8xxxxxx00 does,9.89772788088
387,14th issue,10.303192989
388,14th issue phone,10.303192989
389,15 livingstone,9.89772788088
390,15 livingstone st,9.89772788088
391,15 military,10.303192989
392,15 military discount,10.303192989
393,15 month come,9.89772788088
394,15 month iphone,10.303192989
395,15 penrose,10.303192989
396,15 penrose avenue,10.303192989
397,15 seconds,10.303192989
398,15 seconds want,10.303192989
399,15 sure,9.38690225712
400,15 sure dont,9.38690225712
401,150,6.66560682926
402,150 accessories,8.28828996845
403,150 acocunt,10.303192989
404,150 bonus,9.38690225712
405,150 bonus gift,9.89772788088
406,150 dollar,9.61004580843
407,150 dollar voucher,9.61004580843
408,150 following,10.303192989
409,150 following fortnight,10.303192989
410,150 need,10.303192989
411,150 need express,10.303192989
412,150 today money,10.303192989
413,150 voucher,8.10596841165
414,150 week,10.303192989
415,150 week 150,10.303192989
416,1504,10.303192989
417,1504 479,10.303192989
418,1504 479 684,10.303192989
419,1509 phone,10.303192989
420,1509 phone use,10.303192989
421,153 received,9.89772788088
422,153 received itunfortunately,9.89772788088
423,15541,10.303192989
424,15541 acct,10.303192989
425,15541 acct 2059663057,10.303192989
426,155632,10.303192989
427,155632 ss,10.303192989
428,155632 ss 4073,10.303192989
429,158,9.89772788088
430,158 ghgate,9.89772788088
431,158 ghgate st,9.89772788088
432,15mins,9.38690225712
433,15mins hours,9.89772788088
434,16 clearly,10.303192989
435,16 clearly isnt,10.303192989
436,16 pnk,9.89772788088
437,16 pnk equipment,9.89772788088
438,16230,10.303192989
439,16230 wanted,10.303192989
440,16230 wanted make,10.303192989
441,163510556725,10.303192989
442,163510556725 today,10.303192989
443,163510556725 today website,10.303192989
444,169 refurbished,10.303192989
445,169 refurbished got,10.303192989
446,16g silver,9.89772788088
447,173 account,10.303192989
448,173 account 14314,10.303192989
449,18 months,9.38690225712
450,180 month,9.89772788088
451,180 month optus,9.89772788088
452,1800,8.69375507656
453,1800 555,9.89772788088
454,1800 555 050,9.89772788088
455,18044,9.89772788088
456,18044 wahroonga,9.89772788088
457,18044 wahroonga place,9.89772788088
458,181 681,9.89772788088
459,1868785395,10.303192989
460,18th,8.35728283994
461,18th tried,10.303192989
462,18th tried pay,10.303192989
463,1911318,9.89772788088
464,1912438,9.89772788088
465,1912438 receive,9.89772788088
466,1912438 receive sim,9.89772788088
467,1913201,9.61004580843
468,1913201 danny,9.61004580843
469,1913201 danny fletcher,9.61004580843
470,1914698,9.89772788088
471,1914698 received,9.89772788088
472,1914698 received sometng,9.89772788088
473,1915404,9.89772788088
474,1917785,9.89772788088
475,19442,10.303192989
476,19442 service,10.303192989
477,19442 service correctly,10.303192989
478,1958,9.89772788088
479,1958 currently,9.89772788088
480,1958 currently waiting,9.89772788088
481,1979,9.89772788088
482,1979 signed,10.303192989
483,1979 signed plenti,10.303192989
484,1987 0432426554,10.303192989
485,199,8.91689862787
486,199 doesnt,10.303192989
487,199 doesnt appear,10.303192989
488,199 dollar,10.303192989
489,199 dollar deductable,10.303192989
490,199 went,10.303192989
491,199 went log,10.303192989
492,1amp2,10.303192989
493,1g,8.05190119038
494,1g data,9.0504300205
495,1gb,6.27784129826
496,1gb added,9.61004580843
497,1gb data,7.12513915864
498,1gb data 10,9.61004580843
499,1gb data account,9.38690225712
500,1gb mro,9.89772788088
501,1gb mro equipment,9.89772788088
502,1st,7.95181773183
503,1st april,10.303192989
504,20 day,9.89772788088
505,20 day told,9.89772788088
506,20 gb,9.61004580843
507,20 gb month,9.89772788088
508,20 min,10.303192989
509,20 min awvailabe,10.303192989
510,20 month insurance,10.303192989
511,20 sim,10.303192989
512,20 sim cards,10.303192989
513,20 wireless,10.303192989
514,20 wireless plan,10.303192989
515,200 0499,10.303192989
516,200 0499 479,10.303192989
517,200 300,10.303192989
518,200 300 tech,10.303192989
519,200 able,10.303192989
520,200 able check,10.303192989
521,200 gb,8.22375144731
522,200 gb contract,9.61004580843
523,200 month,9.89772788088
524,200 month internet,10.303192989
525,200 time,10.303192989
526,200 time fee,10.303192989
527,2000 month,10.303192989
528,2000 month appears,10.303192989
529,20000 checking,10.303192989
530,20000 checking account,10.303192989
531,200gb,6.69227507635
532,200gb 80month,9.89772788088
533,200gb 80month just,9.89772788088
534,200gb able,10.303192989
535,200gb able help,10.303192989
536,200gb adsl2,9.89772788088
537,200gb adsl2 address,9.89772788088
538,200gb broadband,8.91689862787
539,200gb broadband amp,10.303192989
540,200gb broadband deal,9.89772788088
541,200gb broadbandphone,9.89772788088
542,200gb broadbandphone internet,9.89772788088
543,200gb bundle,9.38690225712
544,200gb easier,9.89772788088
545,200gb easier speak,9.89772788088
546,200mb,7.70050330355
547,201,10.303192989
548,201 3050,10.303192989
549,201 3050 wch,10.303192989
550,2010 upgrade,10.303192989
551,2010 upgrade bb,10.303192989
552,2012 24,9.89772788088
553,2012 24 month,9.89772788088
554,2013 did,10.303192989
555,2013 did know,10.303192989
556,2014 confused,10.303192989
557,2014 confused need,10.303192989
558,2014 edition,9.89772788088
559,201482346429,10.303192989
560,201482346429 received,10.303192989
561,201482346429 received wednesday,10.303192989
562,2015,7.95181773183
563,2015 started,9.89772788088
564,2015 started 2012,9.89772788088
565,2015 wanted,10.303192989
566,2015 wanted know,10.303192989
567,2032014,9.89772788088
568,2032014 received,9.89772788088
569,2032014 received modum,9.89772788088
570,2059663057,10.303192989
571,2059663057 larry,10.303192989
572,2059663057 larry tew,10.303192989
573,2063301095,10.303192989
574,2063301095 using,10.303192989
575,2063301095 using data,10.303192989
576,209,9.61004580843
577,209 753,10.303192989
578,209 753 7050,10.303192989
579,20month,9.38690225712
580,20month transfer,10.303192989
581,20month transfer specific,10.303192989
582,20th,8.51143351976
583,21 jan,10.303192989
584,21 jan 2014,10.303192989
585,210 710,10.303192989
586,210 710 5813,10.303192989
587,2112,9.89772788088
588,2112 delivery,9.89772788088
589,2112 delivery crd,9.89772788088
590,214 449,10.303192989
591,214 449 5005,10.303192989
592,2145,9.38690225712
593,218,9.89772788088
594,218 8960,10.303192989
595,21st,8.35728283994
596,21st arrives,10.303192989
597,21st arrives send,10.303192989
598,21st march,9.38690225712
599,22 reigate,9.89772788088
600,22 reigate st,9.89772788088
601,22 ts,10.303192989
602,22 ts month,10.303192989
603,224,9.89772788088
604,224 817,10.303192989
605,224 817 0055,10.303192989
606,225,9.61004580843
607,225 302,10.303192989
608,225 302 0453,10.303192989
609,2250,9.61004580843
610,2250 dob,9.89772788088
611,2250 dob xxxxxx1970,9.89772788088
612,2264,9.89772788088
613,2264 oxley,9.89772788088
614,2264 oxley drive,9.89772788088
615,229,10.303192989
616,229 5575,10.303192989
617,229 5575 mobile,10.303192989
618,23 harper,9.89772788088
619,23 harper st,9.89772788088
620,230,9.38690225712
621,230 received,9.89772788088
622,230 received coming,9.89772788088
623,2335,10.303192989
624,2335 crystal,10.303192989
625,2335 crystal holder,10.303192989
626,239 year,10.303192989
627,239 year contract,10.303192989
628,24,5.95291505263
629,24 25,10.303192989
630,24 able,10.303192989
631,24 able upgrade,10.303192989
632,24 delivery,9.89772788088
633,24 delivery address,9.89772788088
634,24 hours changed,9.89772788088
635,24 hours earlier,9.89772788088
636,24 loxwood,9.89772788088
637,24 loxwood avenue,9.89772788088
638,24 month,6.76223366495
639,24 months,7.30746071544
640,24 osaka,9.89772788088
641,24 osaka loop,9.89772788088
642,2427,10.303192989
643,2427 year,10.303192989
644,2427 year contract,10.303192989
645,243,9.61004580843
646,243 2630,10.303192989
647,243 2630 says,10.303192989
648,24573,9.89772788088
649,24573 0410,9.89772788088
650,24573 0410 407,9.89772788088
651,249,10.303192989
652,249 5956,10.303192989
653,249 5956 ts,10.303192989
654,2495,9.38690225712
655,24th,8.35728283994
656,24th 25th,10.303192989
657,24th way,10.303192989
658,24th way technician,10.303192989
659,25,6.19231912482
660,25 discount,7.95181773183
661,25 discount mobile,9.61004580843
662,25 gerlee,9.89772788088
663,25 gerlee st,9.89772788088
664,25 mb,9.61004580843
665,25 mb upload,9.89772788088
666,250 purchase,10.303192989
667,250 purchase new,10.303192989
668,25000,10.303192989
669,25000 phone,10.303192989
670,251,10.303192989
671,251 253,10.303192989
672,251 253 2335,10.303192989
673,25101986,9.89772788088
674,25101986 like,9.89772788088
675,25101986 like know,9.89772788088
676,253,9.89772788088
677,253 2335,10.303192989
678,253 2335 crystal,10.303192989
679,254 698,10.303192989
680,254 698 3646,10.303192989
681,259 details,10.303192989
682,259 details megan,10.303192989
683,26 beween,10.303192989
684,26 beween did,10.303192989
685,26 quarry,10.303192989
686,26 quarry road,10.303192989
687,26 technician,10.303192989
688,26 technician arrived,10.303192989
689,2630,10.303192989
690,2630 says,10.303192989
691,2630 says insurancewhat,10.303192989
692,26th,8.69375507656
693,26th 29th,10.303192989
694,26th pm,10.303192989
695,26th pm ts,10.303192989
696,272 tnk,10.303192989
697,272 tnk 99,10.303192989
698,2754,10.303192989
699,2754 month,10.303192989
700,2754 month 30,10.303192989
701,2759 mobile,10.303192989
702,2759 mobile 0421,10.303192989
703,2797410027i,10.303192989
704,2797410027i avery,10.303192989
705,2797410027i avery good,10.303192989
706,27th arrived,9.89772788088
707,27th arrived given,9.89772788088
708,27th feb,9.89772788088
709,27th feb correct,10.303192989
710,27th moore,10.303192989
711,27th moore ok,10.303192989
712,281_467_8397,10.303192989
713,2830,9.89772788088
714,2830 got,9.89772788088
715,2830 got pre,9.89772788088
716,2844,10.303192989
717,2844 paid,10.303192989
718,2844 paid credit,10.303192989
719,2853,10.303192989
720,2853 yes,10.303192989
721,2853 yes gail,10.303192989
722,28th jan,10.303192989
723,28th jan 27th,10.303192989
724,28th march,8.59844489675
725,28th march receive,9.89772788088
726,29,7.66413565938
727,29 uganda,9.89772788088
728,29 uganda st,9.89772788088
729,2995 ea,10.303192989
730,2995 ea 15,10.303192989
731,29999,10.303192989
732,29999 additional,10.303192989
733,29999 additional payments,10.303192989
734,29th,8.69375507656
735,29th need,10.303192989
736,29th need cable,10.303192989
737,2gb,6.935897159
738,2hrs,9.38690225712
739,2nd metv,9.89772788088
740,2nd metv topset,9.89772788088
741,2pm like,10.303192989
742,2pm like booked,10.303192989
743,2week,10.303192989
744,2week ago,10.303192989
745,2week ago didnt,10.303192989
746,30,5.43181976223
747,30 4pm,10.303192989
748,30 4pm 6pm,10.303192989
749,30 area,9.61004580843
750,30 chanels,9.89772788088
751,30 channels entertainment,10.303192989
752,30 connect,9.89772788088
753,30 connect thanks,9.89772788088
754,30 credit,8.69375507656
755,30 current,10.303192989
756,30 current pre,10.303192989
757,30 dollars fetch,10.303192989
758,30 id,10.303192989
759,30 id like,10.303192989
760,30 jabiru,10.303192989
761,30 jabiru drive,10.303192989
762,30 minutes 15,10.303192989
763,30 month continue,10.303192989
764,30 months att,10.303192989
765,30 months pay,10.303192989
766,30 movies,9.89772788088
767,30 movies month,9.89772788088
768,30 pmonth,9.89772788088
769,30 pmonth 4gb,9.89772788088
770,30 preselected,9.61004580843
771,30 preselected movies,9.61004580843
772,30 recharge,8.59844489675
773,30 selected,10.303192989
774,30 selected connection,10.303192989
775,30 service,9.89772788088
776,300 extra,10.303192989
777,300 extra time,10.303192989
778,300 tech,10.303192989
779,300 tech status,10.303192989
780,300 worth,10.303192989
781,300 worth anytng,10.303192989
782,3000 cg,10.303192989
783,3000 cg 3000v2,10.303192989
784,3000v2,10.303192989
785,300mbs,10.303192989
786,300mbs does,10.303192989
787,300mbs does mean,10.303192989
788,301 6817,10.303192989
789,301 6817 currently,10.303192989
790,302,9.61004580843
791,302 0453,10.303192989
792,302 0453 dropped,10.303192989
793,302 229,10.303192989
794,302 229 5575,10.303192989
795,302 2427,10.303192989
796,302 2427 year,10.303192989
797,3050,10.303192989
798,3050 wch,10.303192989
799,3050 wch older,10.303192989
800,307 640,10.303192989
801,307 640 8697,10.303192989
802,307 turn,10.303192989
803,307 turn phone,10.303192989
804,3073,9.89772788088
805,309,10.303192989
806,309 530,10.303192989
807,309 530 8772,10.303192989
808,30secs,9.89772788088
809,31 january,9.89772788088
810,31 january 1958,9.89772788088
811,31 just,10.303192989
812,31 just wondering,10.303192989
813,310 701,10.303192989
814,310 701 3883,10.303192989
815,3106002299,10.303192989
816,3106002299 broken,10.303192989
817,3106002299 broken insurance,10.303192989
818,3125,9.89772788088
819,3132,9.89772788088
820,317 796 6937,10.303192989
821,3173,9.89772788088
822,3173 dob,9.89772788088
823,3173 dob xxxxxx74,9.89772788088
824,3174,9.38690225712
825,3174 scheduled,9.38690225712
826,3174 scheduled install,9.38690225712
827,3182543912,10.303192989
828,32047568,9.89772788088
829,3214129951,10.303192989
830,3214129951 son,10.303192989
831,3214129951 son just,10.303192989
832,323 1979,10.303192989
833,323 1979 signed,10.303192989
834,32gb gold16gb,10.303192989
835,32gb gold16gb gold,10.303192989
836,33 year,10.303192989
837,3314,9.38690225712
838,337,9.89772788088
839,337 764,10.303192989
840,337087557550,10.303192989
841,337087557550 ts,10.303192989
842,337087557550 ts fixed,10.303192989
843,3377,10.303192989
844,3377 social,10.303192989
845,3377 social 6458,10.303192989
846,3419,10.303192989
847,35,5.66362137629
848,35 plan,6.5419928733
849,35 plan included,10.303192989
850,35 plan just,9.61004580843
851,3569,10.303192989
852,3569 michael,10.303192989
853,3569 michael federau,10.303192989
854,36 anchorage,10.303192989
855,36 anchorage street,10.303192989
856,360 420,10.303192989
857,360 420 4252,10.303192989
858,360 lap,10.303192989
859,360 lap pc,10.303192989
860,3612151162,10.303192989
861,3612151162 clarafaye,10.303192989
862,3612151162 clarafaye veshnesku,10.303192989
863,3646,10.303192989
864,3646 phone,10.303192989
865,3646 phone range,10.303192989
866,37009501,9.89772788088
867,37009501 hree,9.89772788088
868,37009501 hree weeks,9.89772788088
869,37075,10.303192989
870,37194982,9.89772788088
871,37195617,9.89772788088
872,372,9.89772788088
873,372 39,9.89772788088
874,372 39 475,9.89772788088
875,37200192,9.89772788088
876,37208976,9.89772788088
877,37208976 waited,9.89772788088
878,37208976 waited hrs,9.89772788088
879,37212679,9.89772788088
880,37212679 cheers,9.89772788088
881,37334087,9.89772788088
882,374,10.303192989
883,374 259,10.303192989
884,374 259 details,10.303192989
885,37415625,9.89772788088
886,37421759,9.89772788088
887,37431006,9.89772788088
888,37431006 received,9.89772788088
889,37431006 received email,9.89772788088
890,37499501,9.89772788088
891,375094521the,9.89772788088
892,375094521the problem,9.89772788088
893,375094521the problem blacktown,9.89772788088
894,37513347,9.89772788088
895,37515921,9.89772788088
896,37518070,9.89772788088
897,37518070 order,9.89772788088
898,37518070 order called,9.89772788088
899,37520860,9.89772788088
900,37533943,9.89772788088
901,37542997,9.89772788088
902,37597318,9.89772788088
903,37597318 nokia,9.89772788088
904,37597318 nokia 625,9.89772788088
905,37624967,9.89772788088
906,37624967 plan,9.89772788088
907,37624967 plan provide,9.89772788088
908,37634062,9.89772788088
909,37634062 thanks,9.89772788088
910,37665947,9.89772788088
911,37702544,9.89772788088
912,37702544 believe,9.89772788088
913,37702544 believe ive,9.89772788088
914,37757197,9.89772788088
915,37757197 broadband,9.89772788088
916,37757197 broadband good,9.89772788088
917,37766289,9.89772788088
918,37766289 just,9.89772788088
919,37766289 just wondering,9.89772788088
920,380 want,10.303192989
921,380 want separate,10.303192989
922,385787,10.303192989
923,3883,10.303192989
924,3883 card,10.303192989
925,3883 card number,10.303192989
926,39,9.0504300205
927,39 475,9.89772788088
928,399,10.303192989
929,399 did,10.303192989
930,399 did price,10.303192989
931,3g,6.49653049922
932,3g mini,9.89772788088
933,3g mini wifi,9.89772788088
934,3g phone,9.61004580843
935,3g usb,9.38690225712
936,3g usb dongleit,9.89772788088
937,3gb,7.86084595362
938,3gb data,8.69375507656
939,3gb share,9.89772788088
940,3gb share plan,9.89772788088
941,3pm,9.38690225712
942,3pm 4pm,10.303192989
943,3pm 4pm wondering,10.303192989
944,3pm install,10.303192989
945,3pm install sometng,10.303192989
946,3rd device,10.303192989
947,3rd device family,10.303192989
948,3rd march,10.303192989
949,3rd march im,10.303192989
950,3rd phone,9.89772788088
951,3rd phone wch,10.303192989
952,40 month data,10.303192989
953,40 month plus,10.303192989
954,40 told,10.303192989
955,40 told free,10.303192989
956,400 termination,10.303192989
957,400 termination fee,10.303192989
958,4000 plus,10.303192989
