XTest,sessionId,y__true,y_pred,y_prob_max
  i currently have a samsung s2 and on 50 plan just wondering how i can upgrade to a s4 mini and stay on ts plan,int-sv1appin01-1394330783833-15068,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.55784570692
  there is there any way i can find out how long left i have on my current plan,int-sv1appin04-1394624146066-23276,phone + plan (international/data) Upgrade/Downgrade,Contract Information,0.568068221083
 i was just wondering what the cheapest plan for a samsung galaxy note 3 is,int-sv1appin01-1396167343521-24340,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.1207717747
i called many times to get a discount but the only give me a credit on my bill,7.45E+17,Promotions & Discounts,Promotions & Discounts,2.68886824579
 could i add 500 mb of 3g to my plan,int-sv1appin01-1394426866560-16907,phone + plan (international/data) Upgrade/Downgrade,Data top up,0.239434662994
my phone ni is 04234767850434621788 i want to know if i need to upgrade it to i phone 5s 32gb gold16gb gold howmuch i have to pay now,int-sv1appin01-1394328296466-15022,Make payment,Make payment,0.31681163803
 how can i confirm if cable broadband is available at my address,int-sv1appin01-1394073300955-8626,Fixed internet only plan,Others,0.854959568652
i was wondering if att had the option to get a new phone but add a payment to my monthly bill paying for the service and the new phone i have a phone through att and i have a partial upgrade because ive had ts phone for a long time but it wont let me have the option of paying for it month to month,7.33E+17,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.265633530511
"my emails been erratic for more than a week now today i just sent a group mail to a list that includes a trusted and recently working email address bounced with a message that ts sbcglobalnet address didnt exist when i tried to send a single message just to that recipient i got another bounce  ts time with 69 other ""doesnt exist"" email addresses all ending in either fr or de i was in the middle of a phone conversation about ts with national i tnk tech supp when i ",ID1224656597,Product or Service Quality issues,Product or Service Quality issues,0.759553359414
im trying to find the cheapest either plan or prepaid wch comes with unlimited texts,int-sv1appin01-1394776152550-2225,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.830644962
and i was trying to login but it wont let me anymore,7.46E+17,Setup/Register Account Online,Product or Service Quality issues,0.415978741325
what is my user email address,ID1228370564,Setup/Register Account Online,Product or Service Quality issues,0.247847701746
good evening ive recently purchased optus internet service i just switched to a new unit and i connect using direct connect but ive given them the wrong address the technician called me and he did have the line setup and ive also got the modem,int-sv1appin01-1394951846974-5724,Setup/Register Account Online,Product or Service Quality issues,0.0754919954851
my internet is very slow during multiple times of day,ID1226646504,Product or Service Quality issues,Product or Service Quality issues,0.826465795709
i forgot what my optus account username is there a way i can change it optus account username is,int-sv1appin04-1394800745303-2646,Product or Service Quality issues,Product or Service Quality issues,0.331070983645
 can you tell me if i am at the end of my contract with at and t  ,7.45E+17,Contract Information,Contract Information,0.765630234386
i would like to know how to get out of my contract at no charge due to not having any 3g reception where i live and work im fed up with no being able to do simple tngs like send a message and check an email,int-sv1appin01-1394090978209-9292,Cancellation and Retention,Product or Service Quality issues,0.765101990832
when will be my plan to finish,int-sv1appin01-1394281346552-14259,Contract Information,phone + plan (international/data) Upgrade/Downgrade,0.171251918305
im overseas at the moment i remember i need to recharge my prepaid internet today but i dont remember the number,int-sv1appin04-1394821830875-3250,Data top up,Product or Service Quality issues,0.176285679594
  i have tried to get a usernameand password for the optus site but it wont let me,int-sv1appin01-1395867932623-15256,Product or Service Quality issues,Product or Service Quality issues,0.350794433452
tv asked energy saving  and let it do it  now no picture,ID1228508574,Product or Service Quality issues,Product or Service Quality issues,0.480436822305
 i would like to cancel my contract as it expires on 263,int-sv1appin01-1394739062095-1045,Cancellation and Retention,Cancellation and Retention,0.729317583886
 i went into optus saturday to enquire about my account i dont understand some of the charges on my bill i was wondering if you could explain it to me,int-sv1appin01-1395633822954-7158,bill explanation,bill explanation,1.29361134674
i had an upgrade to me broadband plan done yesterday - to come into effect for next billing cycle i want to confirm that - as an entertainment 115 bundle - that it includes the fetch tv or not,int-sv1appin01-1395099278862-9367,Bundles Upgrade/Downgrade,Bundles Upgrade/Downgrade,0.379491962845
 is farrer act and tuggeranong covered by optus 4g if i purchase a new iphone,int-sv1appin01-1395126284288-10382,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.280561192823
 i ordered a tablet yesterday and wondering if there is a tracking ,int-sv1appin01-1395095843573-9221,Order Status,Order Status,0.0828822455634
 ready to upgrade my plan what do i do,int-sv1appin01-1394072242294-8575,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.4466535263
i am writing to ask optus to file a report for no caller id calls,int-sv1appin01-1394158006863-11253,Product or Service Quality issues,Setup/Register Account Online,0.441552582584
i am trying to purchase a note 4 with a 2 year agreement it says i must purchase a new data plan  my current plan has unlimited data for my iphone  wle i understand it is a different data plan when i changed my sons plan from i phone to samsung he still got to keep unlimited data,7.42E+17,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.782437187966
i had an appointment to fix my internet on monday but i wasnt able to pick up the phone can i reschedule the appointment,ID1229821707,Schedule Appointment,Schedule Appointment,0.951820220992
i just will like to find out what is causing the data charges in one single day being extremely gh although i am at home all day with wiffi sorryt  how are you  my ac no 8614 5361 0001 77,int-sv1appin01-1395798547589-12975,Setup/Register Account Online,bill explanation,0.768235815234
im not receiving all my channels,ID1219352549,Product or Service Quality issues,Product or Service Quality issues,1.26204970062
i have overly expensive bills i am trying to get information on a different bundle,int-sv1appin01-1395456007337-3852,bill explanation,Bundles Upgrade/Downgrade,0.557152349264
 my daughter is on my sim plan 25 how can we activate her international roaming when she is in europe for 2 weeks can you please help,int-sv1appin01-1395623166961-6728,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.254548999603
ok  i wanna use my phone in overseas with foreign country pre-paid sim-cards can you unlock it  its iphone 5,int-sv1appin04-1394749188933-1365,Unlocking Device,Unlocking Device,0.549749538438
good i am going oversea i want to unlock my phone,int-sv1appin01-1395802466088-13144,Unlocking Device,Unlocking Device,1.20784429761
 my latest bill has a duplicated entry of 2091 id like it reversed,int-sv1appin01-1395624267405-6768,bill explanation,bill explanation,0.162888202056
cant access my internet i reset the modem but i cant remember password,int-sv1appin01-1394921241801-5158,Product or Service Quality issues,Product or Service Quality issues,1.00698822959
 if i am unhappy with my virgin mobile plan can i switch it to optus or do i have to completely pay off the virgin plan anf then start a new plan with optus,int-sv1appin01-1395560499519-5577,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.551328213925
wifi not working,ID1236290715,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.367942764533
and am wondering how much it would cost to upgrade the nbn unlimited plan from 121 to 255,int-sv1appin01-1395384069982-2111,Fixed internet only plan,phone + plan (international/data) Upgrade/Downgrade,0.585521649779
 boots i would like to activate a new micro sim from a regular sim but its asking to send a message to the old sim and its a data plan so i cannot receive messages,int-sv1appin04-1394768669979-2027,Device settings,phone + plan (international/data) Upgrade/Downgrade,0.294583115682
  i am looking into the fetch bundle you have with home phone and unlimited broadband i am wondering if we would be able to get it transferred to another state if we moved,int-sv1appin01-1395037865316-7467,Others,Bundles Upgrade/Downgrade,0.563309125366
do i need to wait for the delivery for that box but i already received the box wch doesnt looks like setup box for tv,int-sv1appin01-1394160896933-11384,Product or Service Quality issues,Order Status,0.256713080265
 i was wondering if i could plz arrange a payment extension,int-sv1appin01-1395647152617-7627,"Payment Status, Arrangement and Issue","Payment Status, Arrangement and Issue",1.73229963577
can you do that if my phone goes right to voicemail,7.24E+17,Add ons,Others,0.0715354648016
why is my internet not working,ID1231430360,Product or Service Quality issues,Product or Service Quality issues,0.80183702115
i already pay my payment at optus site im good pay by credit card,int-sv1appin01-1394421894530-16733,Make payment - Reinstate/Restore service,"Payment Status, Arrangement and Issue",0.491257582012
  my customer account no 1841010012 i want to upgrade my inertnet to 100 month to month can i do ts on lime,int-sv1appin01-1395724239782-10392,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.626358977054
quick question once a transfer of ownersp is completed will i still be able to access my previous invoices under my account name,int-sv1appin01-1394159097731-11302,phone + plan (international/data) Upgrade/Downgrade,Setup/Register Account Online,0.0955363275132
 i have had almost 2 years contract with att for ts iphone 5s with number 7202011130 i want to get my iphone unlocked can you do that for me,7.43E+17,Unlocking Device,Unlocking Device,0.675319499487
i forget my password and i cannot log into my account can u plz help me,int-sv1appin01-1395484815023-4317,Product or Service Quality issues,Product or Service Quality issues,0.137927096398
i have ordered for a oprua adsl are you able to get me the status of ts order no one has contacted me yet,int-sv1appin01-1394536857224-20446,Order Status,Order Status,0.503839186221
i was having a chat with a consultant early in the week and i ordered a new iphone5s i need to wait 10 days buthow do optus go with doing deals i have found a telstra business deal thats pretty good httpswwwtelstracomauonline-shopbusinessbusiness-phone-productcfmdevice=apple-iphone-5sampplantype=tbpp-130-handsetampflow=bizpostpaid,int-sv1appin01-1394153427270-11063,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.290189825357
i want to remove ts device from my plan,7.23E+17,Cancellation and Retention,Cancellation and Retention,0.344846058473
send signal to activate set top box,ID1232112232,Product or Service Quality issues,Product or Service Quality issues,0.224642488451
im trying to set up ts app and i dont remember user name or password,int-sv1appin01-1396305227459-28421,Product or Service Quality issues,Product or Service Quality issues,0.251291703123
 stella can you check on an order for me,int-sv1appin01-1394339287288-15233,Order Status,Order Status,0.407400878078
 if i do an early upgrade do is the remaining payments to my old handset waived also,int-sv1appin01-1394433298101-17126,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.275690455426
 ive been trying to top up my data by 1 gb but a technical error keeps occuring,int-sv1appin01-1395400467778-2384,Data top up,Data top up,0.89423495547
i was in the middle of an upgrade with her she has all my details,int-sv1appin01-1394244343136-13600,Data top up,phone + plan (international/data) Upgrade/Downgrade,0.200058009364
for some reason i cannot log in to my wireless account it should not be linked with the u-verse account but appears to be,7.24E+17,Setup/Register Account Online,Setup/Register Account Online,1.13163604165
 i have a problem with my primay email address showing on my profile as xxxxxxxxx it should read xxxxxxxxx can you rectify ts for me please,int-sv1appin01-1395482889970-4296,Setup/Register Account Online,Product or Service Quality issues,0.511569748116
  i am trying to buy fetch but cant seem to do it online,int-sv1appin01-1394058349093-7973,TV only plan Upgrade/Downgrade,TV only plan Upgrade/Downgrade,0.41739527305
i have a problem with phone reception she checked and im in a black spot she was starting to talk about sometng for the internet to improve mobile service when my husband and i are home and wanted to know what kind of internet we have i was finding out and we got disconnected we have cable,int-sv1appin01-1391640235552-16896,Product or Service Quality issues,Product or Service Quality issues,1.71248183989
  i wanted to know about internet wifi for my mobile and laptop that i can use any where i go because im constantly travelling what are the deals how much for how many gigabites i use a lot of internet,int-sv1appin01-1395380931429-2029,phone + plan (international/data) Upgrade/Downgrade,Order Equipment,0.308239190058
my ipad was stolen on june 23 and i have att automatic data plan renewal  i need to cancel ts feature until i have replaced the device,7.24E+17,Cancellation and Retention,Cancellation and Retention,0.367105151248
 anj i have an old optus usb modem its a huawei e1762 i am tnking of getting a new combisim for it and going on an optus data plan will the new sim work in the old modem,int-sv1appin01-1395894861537-16482,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.81245111231
i have no service since last night--tv phone and internet down what is the status ,ID1230120256,Product or Service Quality issues,Product or Service Quality issues,0.681868983533
cant watch espn streaming,ID1222967489,Product or Service Quality issues,Product or Service Quality issues,0.123313139038
 i want to reset my home wifi as i dont recall my password for my home wifi,ID1226908083,Setup/Register Account Online,phone + plan (international/data) Upgrade/Downgrade,0.32665878678
am i out of contract with my current bundle plan,int-sv1appin01-1395487827689-4345,Contract Information,Contract Information,0.334230061825
account disabled,ID1225017644,Activate Device/Service,Activate Device/Service,0.735540418386
my phone has stopped workingno dial tone,ID1220006669,Product or Service Quality issues,Product or Service Quality issues,1.25521936922
  i have placed an online order 37331348 for an ipad i just want to confirm that i will be getting a call before it gets here i ordered one a few weeks ago but the delivery guy did not call and he got lost i dont want that to happen again,int-sv1appin01-1394150651990-10954,Order Status,Order Status,0.587053905452
 i need to talk to someone about an extension for my payment on my phone bill,int-sv1appin04-1394752110918-1465,"Payment Status, Arrangement and Issue","Payment Status, Arrangement and Issue",0.813908805809
 my phone is about too be cut off  can i pay 50 a week until my bill is paid,int-sv1appin01-1395037385743-7450,Make payment,"Payment Status, Arrangement and Issue",0.53538385433
and the 100 credit to compensate for the phone line i didnt want,int-sv1appin01-1395628771540-6962,Promotions & Discounts,Promotions & Discounts,0.600696025412
i can connect to my router but have no internet,ID1227675201,Product or Service Quality issues,phone + plan (international/data) Upgrade/Downgrade,0.109790559485
in order for my son to use my existing iphone 4 i imagine he will need a sim i was going to buy a prepaid sim am i better off putting m onto ts same sim plan can you send out a sim he has an old iphone 3 at the moment - so that sim wont be any good i guess will he need a new phone number,int-sv1appin01-1394409295362-16285,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.596690055523
yes we bought a walsoon q50 watch for ours son and are trying to use the sim card from the lg phone,7.41E+17,Activate Device/Service,phone + plan (international/data) Upgrade/Downgrade,0.144538574582
why is my internet down speed so low,ID1235507877,Product or Service Quality issues,Product or Service Quality issues,0.842872266519
i would like to activate the home wifi option,ID1228150902,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.381296308068
i am having very slow internet connect speeds  i just used the time warner test and my download speed is 238 and my upload speed is 110 mbs  ts is very slow  i have had ts problem for about 3 weeks  previously my download speed was very gh  any suggestions,ID1231783222,Product or Service Quality issues,Product or Service Quality issues,2.12358952921
  i am using prepaid card now what number i have to call if i wanna change plan thank you,int-sv1appin04-1394771403221-2108,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.910689538487
i forgot my password  your system says my security questions i answered were incorrect i assure i know where i was born  what concert i attended,ID1223112193,Product or Service Quality issues,Setup/Register Account Online,0.372580478237
 i spoke to a person from optus when i left australia last year and t said t said t would switch my post paid service to prepaid once my contract ran out now ive logged in to see that its been switched to some 25 per month plan that i havent been using,int-sv1appin01-1394034336978-7172,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.321579118592
  i was wondering how much i would have to pay for a plan to get a samsung galaxy s5 when it comes out free,int-sv1appin01-1396070277383-22509,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.969137418959
my internet is not working,ID1223740379,Product or Service Quality issues,Product or Service Quality issues,0.80183702115
can i get more data,int-sv1appin01-1395536992148-5173,Details of existing plan,Data top up,0.615897448248
 can you please tell me why bills keep going over ever since i upgraded my bills have been crazy,int-sv1appin01-1395643864993-7533,bill explanation,bill explanation,0.287847149846
 calix i currently have the fetch tv unlimited with entertainment bundle but wanted to know if i get regular fox programs with it rather than just fox sports,int-sv1appin01-1395656956288-7844,Details of existing plan,Bundles Upgrade/Downgrade,1.00125457171
i am trying to chase up an order number for nbn services i requested around 820pm aedt yesterday,int-sv1appin01-1395369638066-1642,Order Status,Order Status,0.467172867688
 i cant see my calls that were made on the 18th and 19th also how do i see my recieved calls,int-sv1appin01-1395375406439-1843,bill explanation,Product or Service Quality issues,0.482129316758
internet slow and packet loss,ID1232614835,Product or Service Quality issues,Product or Service Quality issues,0.987358274788
yesterday i had some troubles with my details my online account is in my details but for some reason my details through optus itself were my mums i have filled out the form if i take it into an optus store will t fix up the details there or will it have to be sent off,int-sv1appin01-1395356426858-1150,Setup/Register Account Online,Setup/Register Account Online,0.198570183358
dvr will not come on,ID1233553165,Product or Service Quality issues,Product or Service Quality issues,1.13960628727
 i upgraded my plan yesterday and t told me to provide them with the address that i want to sent to and my billing address and when i got an email from messenger post it has an old address on there it should have been updated and can i confirm the address it has been sent to,int-sv1appin01-1394070270940-8484,Setup/Register Account Online,Setup/Register Account Online,0.452456284894
 i was wanting to know if you could tell me how log the warranty on my pone is phone,int-sv1appin01-1394492622763-18904,phone + plan (international/data) Upgrade/Downgrade,Product or Service Quality issues,0.145007379093
i just received my bill and have been charged 15 for the gb tanja pisaric 0421878635 05071987,int-sv1appin01-1394329132730-15038,bill explanation,bill explanation,1.0790643853
  i submitted my broadband plan one hour ago and now i also want to apply the 35 sim only plan to get 10off on my broadband plan,int-sv1appin04-1394606200052-22864,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.33375528521
  i am trying to set up the 100 bundle for a new store however the form requires my driver licenses etc but ts is for a business and not me personally i have already set up a similar bundle on 0299794511 thanks beverley tilbury,int-sv1appin01-1395102182118-9491,Bundles Upgrade/Downgrade,Bundles Upgrade/Downgrade,0.537226923466
 gigi im having trouble logging in,int-sv1appin04-1394918471484-5120,Product or Service Quality issues,Product or Service Quality issues,0.131572951678
yesi am sorry  the internet is been acting weird,7.24E+17,Activate Device/Service,Product or Service Quality issues,0.682988167371
account number xxxx-xxxx-91 has 3632 owing and i was told that that account was cancelled when ownersp was changed to a new account now i am receiving letters for ts when there is no reason that there should be money owing on ts account,int-sv1appin01-1394588170014-22159,Product or Service Quality issues,Setup/Register Account Online,0.502540072986
can i change my email account settings from a pop account to an imap account in outlook  or do i need to create a new account setting,ID1229555792,Setup/Register Account Online,Setup/Register Account Online,0.583918939587
  juts wanting to pre order s5 in blue on 71 plan,int-sv1appin01-1396221006590-25267,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.50436162848
 albert im rahath i was wondering if there is a way to track an order i placed few days ago,int-sv1appin01-1394881488576-4505,Order Status,Order Status,0.87013526929
 i need to reset my password to my accounts i have a uverse and wireless i would like to pay them on line,7.24E+17,Setup/Register Account Online,Setup/Register Account Online,0.27639553022
my dvr deleted all of the set recordings,ID1231305833,Product or Service Quality issues,Product or Service Quality issues,1.15598986104
 lenny - am i in a position on ts current contract to update to a new phone and plan and if so what are my options please,int-sv1appin01-1395383666100-2104,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.528371124642
tv internet,ID1228369049,Product or Service Quality issues,Product or Service Quality issues,0.598167899596
i need your help regaridng offers available for mobile plans i am currently vodafone customer and need to transfer over,int-sv1appin01-1394414333375-16464,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.737993107952
i recharged for 40 by credit card on 18 feb and your fellow staff couldnt confirm that 40 is already recharged eventually i went to optus store to spend other 30 to extend the prepaid service therefore i request a refund for the 40 that disappear and neverve been used,int-sv1appin01-1394505412933-19521,Promotions & Discounts,Promotions & Discounts,0.318073245196
 may i please buy an extra gb of data top up for ts month elizabeth kathleen swann 0411889084 xxxxxx1988,int-sv1appin01-1395833870212-14040,Data top up,Data top up,0.980601743236
  i currently have optus 41 12mths moblie broadband internet cap i keep going over 4 gb and im looking at upgrading what would be the cancelation rate on my old plan,int-sv1appin01-1395640571661-7434,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.618381911536
im tnking of upgrading amp wants to discuss sometng with them,int-sv1appin01-1395717697458-10127,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.281168579215
 mate i currently have slow internet and was wondering if tech support work through ts medium or do i need to ring them,int-sv1appin01-1394508297385-19643,Internet Queries,Product or Service Quality issues,0.922692277849
  adam my name is adam i live in darwin and after 3 months of waiting for a port to become available with telstra i still have no internet o my question is would optus have an available port in my area address is unit 13 - 1 mice court bayview,int-sv1appin04-1394772435814-2136,Others,Others,0.362644021244
can i have a payment extension until xxxxxx,int-sv1appin01-1394331667719-15086,"Payment Status, Arrangement and Issue","Payment Status, Arrangement and Issue",2.28461009038
i want to go on the 25 pre paid but can i pay an extra 10 every single month so i can get an extra gig of data ,int-sv1appin01-1394959964164-5827,phone + plan (international/data) Upgrade/Downgrade,Data top up,0.290402070135
  tim i have changed my plan to the unlimited entertainment bundle but on my account is still the old fusion plan what can i do,int-sv1appin01-1394095791831-9405,Setup/Register Account Online,Bundles Upgrade/Downgrade,0.704129259588
i would like to purchase my own modem what modem supports internetwifiphone,ID1234508363,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.08640188451
 bernadette i cant receive emai can send but not receive,int-sv1appin01-1394161793353-11418,Product or Service Quality issues,Product or Service Quality issues,0.947292605752
trying to access my account information and systems says email address not valid bryant_priestyahoocom      cellular number 985-807-5753,7.24E+17,Setup/Register Account Online,Product or Service Quality issues,0.167675307442
i recently received a notice from twc that my internet svc was automatically being upgraded to 100 mbps download speeds in my area  for the past week or two i was enjoying these speeds and suddenly today i tested my speeds on ookla and intially only got 2mbps download and 7 upload  so i rebooted my modemrouter and contacted support earlier we did some tests but my speed is still less than half of what it was last week and my last test results were download speed 41790 kbps 52238 kbsec,ID1221472682,Product or Service Quality issues,Product or Service Quality issues,1.59296362322
 nicole i have a sim card that is starting to delaminate can i purchase another one but still keep my same optus mobile number,int-sv1appin01-1395898534594-16649,phone + plan (international/data) Upgrade/Downgrade,Replacement Sim,0.25963943769
  i wanted to check if my phone is unlock so i am able to use wle overseas,int-sv1appin01-1395402681635-2405,Unlocking Device,Unlocking Device,0.826819646303
i got a txt sayin pay 100 bucks today wat is my bill for ts month sope taylor 4292 0422355128,int-sv1appin01-1395631189188-7055,bill explanation,bill explanation,0.265708682668
